SPECIES_ID,WEIGHT_PERCENT,INCLUDE_IN_SUM,UNCERTAINTY_PERCENT,UNCERTAINTY_METHOD,ANALYTICAL_METHOD,PHASE,SPECIES_EMISSION_RATE,SPECIES_EMISSION_RATE_UNIT
890,0,No,0.038907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
891,0,No,0.038907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
892,0,No,0.035378151,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
893,0.112436975,No,0.040504202,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
894,0,No,0.035378151,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
895,0.034957983,No,0.035546218,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
896,0.042521008,No,0.03907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
901,0,No,0.038907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
902,0.362352941,No,0.064201681,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
903,0,No,0.042436975,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
904,0.037478992,No,0.03907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
905,0.017478992,No,0.049495798,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
906,0.114957983,No,0.037142857,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
907,0.04,No,0.03907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
908,0.492268908,No,0.072268908,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
909,0,No,0.038907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1106,5.232436975,No,0.63302521,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1183,37.2615,No,10.8706,Standard deviation,Thermal/Optical Reflectance,,,
1190,15.3641,No,3.0442,Standard deviation,Thermal/Optical Reflectance,,,
1253,0.157394958,No,0.082773109,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1255,0.07,No,0.039495798,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1256,0.042521008,No,0.035630252,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1257,0,,0.035378151,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1265,0.984537815,No,0.113445378,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1266,0,No,0.045966387,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1268,0.084957983,No,0.046722689,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1269,0,No,0.035378151,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1275,0,No,0.056554622,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1280,0,No,0.035378151,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1281,0.01,No,0.070672269,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1288,0.452268908,No,0.192689076,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1293,0,No,0.038907563,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1296,0.022521008,No,0.035378151,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1298,0.699663866,No,0.085630252,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1301,0.179915966,No,0.083277311,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1312,0.012521008,No,0.035378151,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1314,0.249915966,No,0.095210084,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1315,0.297394958,,0.060756303,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1316,3.12092437,No,0.476638655,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1320,0.279831933,No,0.063109244,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1325,0,No,0.05302521,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1330,0.132436975,No,0.037731092,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
1461,0.714621849,No,0.086890756,Standard deviation,Filter/PUF/XAD/PUF Cartridges; GC-MS,,,
2302,0.3123,,0.2602,Standard deviation,Atomic Absorption Spectroscopy,,,
